response_option_left_location,accuracyCriterion,response_option_right_location,stimulus1_location,seconds,percentCorrect,end_message,image_stimulus1_location,speed,accuracy_feedback_location,moving_response_options,rule_A,image_stimulus2_location,rule_B,press_message,intro_message,aim,response_option_B,response_option_A,latencyCriterion,stimulus2_location,n_pairs_test_blocks,max_pairs_practice_blocks,accuracy,trialType,stimulus1_category,stimulus2_category,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,practice_blocks.thisRepN,practice_blocks.thisTrialN,practice_blocks.thisN,practice_blocks.thisIndex,practice_Afirst.thisRepN,practice_Afirst.thisTrialN,practice_Afirst.thisN,practice_Afirst.thisIndex,practice_trials_Afirst.thisRepN,practice_trials_Afirst.thisTrialN,practice_trials_Afirst.thisN,practice_trials_Afirst.thisIndex,practice_trials_B.thisRepN,practice_trials_B.thisTrialN,practice_trials_B.thisN,practice_trials_B.thisIndex,practice_Asecond.thisRepN,practice_Asecond.thisTrialN,practice_Asecond.thisN,practice_Asecond.thisIndex,test_blocks.thisRepN,test_blocks.thisTrialN,test_blocks.thisN,test_blocks.thisIndex,stimulus1,stimulus2,img_stimulus1,img_stimulus2,response_option_left,response_option_right,required_response_A.keys,required_response_A.corr,required_response_A.rt,feedback_response_A.keys,feedback_response_A.corr,feedback_response_A.rt,required_response_B.keys,required_response_B.corr,required_response_B.rt,feedback_response_B.keys,feedback_response_B.corr,feedback_response_B.rt,participant,UseMonkey,gender,age,frameRate,expName,date,StartingBlock,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,1,2,6,0,,,,,,,,,,,,,lilly,pretty,blank.png,blank.png,Different,Similar,i,1,0.0990869998932,e,1,0.0987930297852,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,1,3,7,2,,,,,,,,,,,,,wasp,friendly,blank.png,blank.png,Different,Similar,e,1,0.103502035141,i,1,0.103300094604,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,2,0,8,0,,,,,,,,,,,,,lilly,pretty,blank.png,blank.png,Different,Similar,i,1,0.0999250411987,e,1,0.0997798442841,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,2,1,9,2,,,,,,,,,,,,,bee,friendly,blank.png,blank.png,Different,Similar,e,1,0.104282855988,i,1,0.104147911072,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,2,2,10,3,,,,,,,,,,,,,bee,pain,blank.png,blank.png,Different,Similar,i,1,0.107590198517,e,1,0.107382059097,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,2,3,11,1,,,,,,,,,,,,,lilly,hostile,blank.png,blank.png,Different,Similar,e,1,0.0988700389862,i,1,0.0986330509186,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,3,0,12,2,,,,,,,,,,,,,wasp,happy,blank.png,blank.png,Different,Similar,e,1,0.11120390892,i,1,0.109788179398,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,3,1,13,1,,,,,,,,,,,,,daffodil,pain,blank.png,blank.png,Different,Similar,e,1,0.103736162186,i,1,0.103502988815,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,3,2,14,0,,,,,,,,,,,,,daisy,happy,blank.png,blank.png,Different,Similar,i,1,0.0985260009766,e,1,0.0983290672302,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,3,3,15,3,,,,,,,,,,,,,spider,hostile,blank.png,blank.png,Different,Similar,i,1,0.0998079776764,e,1,0.099601984024,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,4,0,16,0,,,,,,,,,,,,,rose,happy,blank.png,blank.png,Different,Similar,i,1,0.108305931091,e,1,0.107840061188,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,4,1,17,2,,,,,,,,,,,,,maggot,good,blank.png,blank.png,Different,Similar,e,1,0.1046397686,i,1,0.104454040527,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,4,2,18,3,,,,,,,,,,,,,maggot,mean,blank.png,blank.png,Different,Similar,i,1,0.107646942139,e,1,0.107450008392,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,4,3,19,1,,,,,,,,,,,,,daffodil,hostile,blank.png,blank.png,Different,Similar,e,1,0.0991339683533,i,1,0.0988619327545,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,5,0,20,1,,,,,,,,,,,,,daisy,hateful,blank.png,blank.png,Different,Similar,e,1,0.100816965103,i,1,0.100628852844,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,5,1,21,2,,,,,,,,,,,,,wasp,friendly,blank.png,blank.png,Different,Similar,e,1,0.0991499423981,i,1,0.0989320278168,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,5,2,22,0,,,,,,,,,,,,,rose,pretty,blank.png,blank.png,Different,Similar,i,1,0.105316162109,e,1,0.105156183243,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,5,3,23,3,,,,,,,,,,,,,bee,mean,blank.png,blank.png,Different,Similar,i,1,0.0964391231537,e,1,0.096195936203,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,6,0,24,2,,,,,,,,,,,,,maggot,happy,blank.png,blank.png,Different,Similar,e,1,0.107498168945,i,1,0.107412099838,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,6,1,25,0,,,,,,,,,,,,,daisy,good,blank.png,blank.png,Different,Similar,i,1,0.0993881225586,e,1,0.0990760326385,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,6,2,26,1,,,,,,,,,,,,,daffodil,mean,blank.png,blank.png,Different,Similar,e,1,0.105491161346,i,1,0.105240106583,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,6,3,27,3,,,,,,,,,,,,,spider,hostile,blank.png,blank.png,Different,Similar,i,1,0.09801197052,e,1,0.0977909564972,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,2,a,d,0,0,0,0,2,0,2,0,0,0,0,0,7,0,28,1,,,,,,,,,,,,,rose,hateful,blank.png,blank.png,Different,Similar,e,1,0.105015993118,i,1,0.104750156403,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,4,b,d,0,0,0,0,2,0,2,0,0,0,0,0,7,1,29,3,,,,,,,,,,,,,maggot,hateful,blank.png,blank.png,Different,Similar,i,1,0.101389884949,e,1,0.101185083389,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,0,0,0,0,7,2,30,2,,,,,,,,,,,,,wasp,pretty,blank.png,blank.png,Different,Similar,e,1,0.103198051453,i,1,0.102995872498,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,0,0,0,0,7,3,31,0,,,,,,,,,,,,,lilly,good,blank.png,blank.png,Different,Similar,i,1,0.107383966446,e,1,0.107041120529,,,,,,,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,1,a,c,0,0,0,0,2,0,2,0,,,,,,,,,0,0,0,0,,,,,,,,,daffodil,pretty,blank.png,blank.png,Different,Similar,,,,,,,e,1,0.106910943985,i,1,0.0997002124786,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
"[-0.3, -0.6]",0,"[0.3, -0.6]","[0, 0.2]",seconds,percent correct,End of task.,"[0, 0.3]",Speed:,"[0, -0.7]",False,"Respond AS IF flowers are positive and insects are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue","[0, -0.3]","Respond AS IF insects are positive and flowers are negative

Go as quickly as you can while being accurate

Press 'e' or 'i' to continue",Press 'e' or 'i' to continue,"This task will present you with pairs of words. 

You will be given rules on how to respond to them. 

Go as quickly as you can while being accurate.

Place your fingers on the 'e' and 'i' keys. 
Press either one to continue.",Aim for >80% and <2 seconds,Similar,Different,0,"[0, -0.2]",3,4,Accuracy:,3,b,c,0,0,0,0,2,0,2,0,,,,,,,,,0,1,1,2,,,,,,,,,bee,pretty,blank.png,blank.png,Different,Similar,,,,,,,i,1,0.0901160240173,e,1,0.0895309448242,3,y,m,1,59.7061599366,IRAP,2016_May_05_1957,a,
